-0.000491,0.000327,-0.000888,-0.000681,0
-0.000491,0.000327,-0.000887,-0.000681,1
-0.002069,0.001379,-0.003741,-0.002871,2
-0.004823,0.003215,-0.008720,-0.006693,3
-0.008723,0.005814,-0.015768,-0.012104,4
-0.013740,0.009158,-0.024838,-0.019068,5
-0.019853,0.013233,-0.035888,-0.027554,6
-0.027043,0.018026,-0.048886,-0.037539,7
-0.035291,0.023527,-0.063804,-0.049005,8
-0.044585,0.029730,-0.080622,-0.061938,9
-0.054912,0.036629,-0.099323,-0.076330,10
-0.066262,0.044221,-0.119897,-0.092177,11
-0.078626,0.052504,-0.142337,-0.109480,12
-0.091998,0.061477,-0.166639,-0.128242,13
-0.106371,0.071142,-0.192802,-0.148467,14
-0.121740,0.081498,-0.220827,-0.170166,15
-0.138102,0.092547,-0.250713,-0.193347,16
-0.155452,0.104290,-0.282462,-0.218023,17
-0.173788,0.116728,-0.316074,-0.244204,18
-0.193108,0.129861,-0.351547,-0.271903,19
-0.212918,0.143343,-0.387956,-0.300341,20
-0.232725,0.156815,-0.424347,-0.328623,21
-0.252527,0.170277,-0.460718,-0.356728,22
-0.272324,0.183726,-0.497067,-0.384632,23
-0.292115,0.197163,-0.533393,-0.412307,24
-0.311900,0.210585,-0.569696,-0.439729,25
-0.331678,0.223993,-0.605974,-0.466875,26
-0.351449,0.237386,-0.642226,-0.493725,27
-0.371214,0.250765,-0.678452,-0.520269,28
-0.390971,0.264128,-0.714652,-0.546502,29
-0.410722,0.277476,-0.750824,-0.572428,30
-0.430467,0.290810,-0.786966,-0.598058,31
-0.450205,0.304129,-0.823078,-0.623414,32
-0.469937,0.317433,-0.859155,-0.648523,33
-0.489663,0.330723,-0.895197,-0.673423,34
-0.509383,0.343999,-0.931201,-0.698154,35
-0.529098,0.357260,-0.967162,-0.722763,36
-0.548808,0.370506,-1.003078,-0.747300,37
-0.568513,0.383738,-1.038947,-0.771817,38
-0.588213,0.396955,-1.074766,-0.796366,39
-0.607909,0.410157,-1.110532,-0.820996,40
-0.627600,0.423344,-1.146244,-0.845755,41
-0.647288,0.436517,-1.181900,-0.870684,42
-0.666972,0.449675,-1.217501,-0.895821,43
-0.686653,0.462819,-1.253047,-0.921196,44
-0.706330,0.475949,-1.288538,-0.946833,45
-0.726005,0.489066,-1.323977,-0.972746,46
-0.745676,0.502170,-1.359366,-0.998944,47
-0.765345,0.515262,-1.394708,-1.025428,48
-0.785012,0.528345,-1.430007,-1.052193,49
-0.804676,0.541417,-1.465267,-1.079224,50
-0.824338,0.554481,-1.500491,-1.106505,51
-0.843998,0.567539,-1.535686,-1.134012,52
-0.863656,0.580591,-1.570855,-1.161719,53
-0.883313,0.593640,-1.606003,-1.189595,54
-0.902968,0.606686,-1.641135,-1.217610,55
-0.922621,0.619731,-1.676255,-1.245729,56
-0.942273,0.632778,-1.711367,-1.273921,57
-0.961924,0.645826,-1.746475,-1.302153,58
-0.981573,0.658879,-1.781582,-1.330393,59
-1.001222,0.671937,-1.816692,-1.358612,60
-1.020869,0.685001,-1.851806,-1.386783,61
-1.040516,0.698073,-1.886927,-1.414882,62
-1.060162,0.711154,-1.922057,-1.442884,63
-1.079806,0.724245,-1.957197,-1.470772,64
-1.099450,0.737346,-1.992348,-1.498529,65
-1.119094,0.750459,-2.027509,-1.526140,66
-1.138736,0.763585,-2.062683,-1.553594,67
-1.158379,0.776723,-2.097867,-1.580883,68
-1.178020,0.789875,-2.133063,-1.607997,69
-1.197661,0.803042,-2.168270,-1.634933,70
-1.217302,0.816222,-2.203486,-1.661685,71
-1.236942,0.829418,-2.238711,-1.688252,72
-1.256582,0.842629,-2.273943,-1.714628,73
-1.276221,0.855855,-2.309183,-1.740814,74
-1.295861,0.869098,-2.344427,-1.766806,75
-1.315499,0.882357,-2.379675,-1.792600,76
-1.335138,0.895632,-2.414926,-1.818195,77
-1.354776,0.908925,-2.450177,-1.843585,78
-1.374414,0.922235,-2.485427,-1.868765,79
-1.394052,0.935563,-2.520674,-1.893727,80
-1.413080,0.948509,-2.554884,-1.918147,81
-1.430896,0.960682,-2.587017,-1.941408,82
-1.447536,0.972097,-2.617104,-1.963428,83
-1.463034,0.982766,-2.645178,-1.984136,84
-1.477418,0.992699,-2.671272,-2.003476,85
-1.490713,1.001906,-2.695419,-2.021409,86
-1.502938,1.010395,-2.717650,-2.037917,87
-1.514113,1.018174,-2.737995,-2.052996,88
-1.524253,1.025248,-2.756477,-2.066656,89
-1.533371,1.031621,-2.773120,-2.078917,90
-1.541478,1.037297,-2.787943,-2.089807,91
-1.548584,1.042280,-2.800965,-2.099353,92
-1.554697,1.046572,-2.812198,-2.107586,93
-1.559823,1.050175,-2.821655,-2.114531,94
-1.563969,1.053091,-2.829344,-2.120212,95
-1.567138,1.055322,-2.835275,-2.124647,96
-1.569335,1.056870,-2.839451,-2.127851,97
-1.570562,1.057735,-2.841879,-2.129833,98
0.000000,0.000000,0.000000,0.000000,99
