1.570796,1.570796,-2.094395,1.570796,0
1.570168,1.570692,-2.094544,1.570046,1
1.568284,1.570377,-2.094992,1.567796,2
1.565143,1.569854,-2.095737,1.564045,3
1.560746,1.569121,-2.096781,1.558794,4
1.555092,1.568178,-2.098123,1.552042,5
1.548183,1.567026,-2.099764,1.543791,6
1.540017,1.565665,-2.101702,1.534039,7
1.530594,1.564094,-2.103939,1.522786,8
1.519915,1.562314,-2.106474,1.510033,9
1.507980,1.560324,-2.109307,1.495780,10
1.494789,1.558125,-2.112439,1.480027,11
1.480341,1.555717,-2.115869,1.462773,12
1.464637,1.553099,-2.119596,1.444019,13
1.447677,1.550271,-2.123623,1.423765,14
1.429461,1.547235,-2.127947,1.402011,15
1.409988,1.543988,-2.132570,1.378756,16
1.389258,1.540532,-2.137491,1.354000,17
1.367273,1.536867,-2.142710,1.327745,18
1.344031,1.532993,-2.148228,1.299989,19
1.319533,1.528909,-2.154043,1.270733,20
1.293778,1.524615,-2.160157,1.239976,21
1.266767,1.520112,-2.166570,1.207719,22
1.238500,1.515400,-2.173280,1.173962,23
1.208977,1.510478,-2.180289,1.138705,24
1.178197,1.505347,-2.187596,1.101947,25
1.146161,1.500006,-2.195201,1.063689,26
1.112868,1.494456,-2.203104,1.023930,27
1.078320,1.488696,-2.211306,0.982671,28
1.042514,1.482727,-2.219806,0.939912,29
1.005453,1.476549,-2.228604,0.895653,30
0.967135,1.470161,-2.237700,0.849893,31
0.927561,1.463564,-2.247095,0.802633,32
0.886731,1.456757,-2.256788,0.753873,33
0.844644,1.449741,-2.266779,0.703612,34
0.801301,1.442515,-2.277068,0.651851,35
0.756702,1.435080,-2.287656,0.598590,36
0.710846,1.427436,-2.298542,0.543828,37
0.663734,1.419582,-2.309726,0.487566,38
0.615366,1.411518,-2.321208,0.429804,39
0.565742,1.403246,-2.332989,0.370542,40
0.514861,1.394763,-2.345067,0.309779,41
0.462724,1.386072,-2.357445,0.247515,42
0.409330,1.377170,-2.370120,0.183752,43
0.354680,1.368060,-2.383093,0.118488,44
0.298774,1.358740,-2.396365,0.051724,45
0.241611,1.349210,-2.409935,-0.016540,46
0.183192,1.339471,-2.423803,-0.086305,47
0.123517,1.329523,-2.437970,-0.157571,48
0.062586,1.319365,-2.452435,-0.230336,49
0.000398,1.308998,-2.467197,-0.304602,50
-0.061790,1.298631,-2.481961,-0.378868,51
-0.122721,1.288473,-2.496425,-0.451633,52
-0.182396,1.278525,-2.510592,-0.522898,53
-0.240815,1.268786,-2.524460,-0.592663,54
-0.297978,1.259256,-2.538030,-0.660928,55
-0.353884,1.249936,-2.551302,-0.727692,56
-0.408534,1.240826,-2.564275,-0.792956,57
-0.461927,1.231925,-2.576951,-0.856719,58
-0.514064,1.223233,-2.589328,-0.918982,59
-0.564945,1.214751,-2.601406,-0.979745,60
-0.614570,1.206478,-2.613187,-1.039008,61
-0.662938,1.198415,-2.624669,-1.096770,62
-0.710050,1.190561,-2.635853,-1.153032,63
-0.755906,1.182916,-2.646739,-1.207794,64
-0.800505,1.175481,-2.657327,-1.261055,65
-0.843848,1.168255,-2.667616,-1.312816,66
-0.885934,1.161239,-2.677607,-1.363076,67
-0.926765,1.154433,-2.687300,-1.411837,68
-0.966339,1.147835,-2.696695,-1.459097,69
-1.004657,1.141447,-2.705791,-1.504857,70
-1.041718,1.135269,-2.714589,-1.549116,71
-1.077523,1.129300,-2.723089,-1.591875,72
-1.112072,1.123540,-2.731291,-1.633134,73
-1.145364,1.117990,-2.739194,-1.672892,74
-1.177400,1.112650,-2.746799,-1.711151,75
-1.208180,1.107518,-2.754106,-1.747908,76
-1.237704,1.102596,-2.761115,-1.783166,77
-1.265971,1.097884,-2.767825,-1.816923,78
-1.292982,1.093381,-2.774238,-1.849180,79
-1.318736,1.089088,-2.780351,-1.879936,80
-1.343235,1.085004,-2.786167,-1.909193,81
-1.366476,1.081129,-2.791685,-1.936948,82
-1.388462,1.077464,-2.796904,-1.963204,83
-1.409191,1.074008,-2.801825,-1.987959,84
-1.428664,1.070762,-2.806448,-2.011214,85
-1.446881,1.067725,-2.810772,-2.032969,86
-1.463841,1.064898,-2.814798,-2.053223,87
-1.479545,1.062280,-2.818527,-2.071977,88
-1.493993,1.059871,-2.821956,-2.089231,89
-1.507184,1.057672,-2.825088,-2.104984,90
-1.519119,1.055682,-2.827921,-2.119237,91
-1.529798,1.053902,-2.830456,-2.131990,92
-1.539220,1.052331,-2.832693,-2.143242,93
-1.547386,1.050970,-2.834631,-2.152994,94
-1.554296,1.049818,-2.836272,-2.161246,95
-1.559949,1.048875,-2.837614,-2.167998,96
-1.564347,1.048142,-2.838658,-2.173249,97
-1.567487,1.047619,-2.839403,-2.176999,98
-1.569372,1.047305,-2.839851,-2.179250,99
